,mmd,norm_rmsd,l2,cell_type
0,0.005149561887031798,0.994199275970459,0.9409019351005554,0.45222929936305734
1,0.005151615058690597,0.9758442044258118,1.0122052431106567,0.4840764331210191
2,0.005015228703911879,0.982895016670227,0.8958080410957336,0.49044585987261147
3,0.005852693991480866,0.9904669523239136,1.074588418006897,0.4607218683651805
4,0.0052067752508604586,0.9780082702636719,0.9056390523910522,0.46284501061571126
5,0.005289273397048759,0.9918158650398254,0.9786962866783142,0.4564755838641189
6,0.0053384288221086105,0.986847460269928,0.9340488910675049,0.4543524416135881
7,0.005120057880779985,0.9911086559295654,0.8351352214813232,0.47983014861995754
8,0.005417181203755291,0.977145254611969,1.27871572971344,0.4883227176220807
9,0.005571606608177185,0.9860707521438599,0.9976961016654968,0.4692144373673036
